2021-2023 Press Releases
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings,Scores
"['Mayor Adams, HUD, NYCHA Announce Pact Program on Track to Improve Living Conditions for 76,000 NYCHA Residents, Deliver $7.2 Billion in Building Upgrades']",['https://www.nyc.gov/site/nycha/about/press/pr-2023/pr-20230105.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'upgrade', 'housing', 'heat', 'houses', 'development', 'work', 'repair', 'percent', 'capital', 'public', 'quality', 'fund', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'change', 'center', 'announced', 'power', 'cleaner', 'investment', 'plan', 'environmental', 'electrical', 'site', 'department', 'step', 'sustainable', 'control', 'resource', 'team', 'management', 'construction', 'complete', 'plaza', 'buildings', 'conversion', 'financing', 'release', 'largescale', 'partnership', 'gardens', 'commissioner', 'process', 'installation', 'infrastructure', 'administration', 'future', 'association', 'impact', 'deliver', 'huds', 'hud', 'living', 'developments', 'residents', 'grant', 'completed', 'available', 'improved', 'urban', 'invest', 'progress', 'design', 'respond', 'preserve', 'innovative', 'happy', 'preserving', 'completion', 'modernize', 'upgrades', 'outlined', 'planning', 'operate']",[' launched in 2022'],[],"{'2023', '2028', '2026', '2022'}","['adams', 'butler', 'chelsea', 'eastchester gardens', 'edenwald', 'elliott', 'fulton', 'grant', 'harlem river', 'harlem river ii', 'manhattanville', 'melrose', 'moore', 'rangel', 'reid apartments', 'sack wern', 'smith', 'wald', 'white']",3.553217821782174
"['NYCHA Reopens Annual RFQ Process For Developers, General Contractors, Property Managers, and Social Service Providers to Partner with The Authority']",['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221221.page'],"['building', 'program', 'system', 'housing', 'development', 'capital', 'public', 'use', 'apartment', 'working', 'provide', 'service', 'improve', 'funding', 'commitment', 'annual', 'department', 'construction', 'release', 'process', 'infrastructure', 'future', 'developments', 'residents', 'available', 'respond']",[],[],"{'2023', '1935', '2022'}",[],0.6577970297029699
['NYCHA Publishes Final Voting Procedures for Public Housing Preservation Trust'],['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221212.page'],"['resident', 'program', 'system', 'housing', 'houses', 'development', 'work', 'percent', 'capital', 'public', 'quality', 'use', 'working', 'provide', 'service', 'better', 'change', 'announced', 'power', 'site', 'step', 'buildings', 'release', 'partnership', 'process', 'infrastructure', 'administration', 'future', 'association', 'developments', 'residents', 'available', 'vital', 'preserving', 'completion', 'planning']",[],[],"{'2023', '1935', '2022'}","['adams', 'bland', 'howard', 'johnson', 'nostrand', 'polo grounds towers', 'red hook west']",1.4409034653465338
"['Gas Restored at 17 Developments Impacting More Than 1,000 Households in Time for Thanksgiving']",['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221123.page'],"['resident', 'program', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'repair', 'hot', 'sustainability', 'public', 'fund', 'use', 'working', 'provide', 'service', 'gas', 'commitment', 'replace', 'announced', 'power', 'island', 'accelerator', 'release', 'partnership', 'deliver', 'developments', 'residents', 'matter', 'progress', 'current']",[],[],"{'2023', '1935', '2022'}","['bland', 'boston secor', 'breukelen', 'coney island', 'east river', 'gun hill', 'jefferson', 'king towers', 'kingsborough', 'melrose', 'parkside', 'pomonok', 'queensbridge south', 'throggs neck', 'tilden', 'wagner']",0.8437499999999997
['NYCHA Completes Roof Fan Project as Part of Ongoing Mold Remediation Work'],['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221122.page'],"['building', 'resident', 'program', 'project', 'upgrade', 'housing', 'houses', 'development', 'work', 'cost', 'reduce', 'percent', 'air', 'capital', 'public', 'quality', 'replacement', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'improvement', 'replace', 'health', 'plan', 'ventilation', 'initiative', 'reliable', 'emergency', 'clean', 'hvac', 'department', 'control', 'team', 'management', 'installed', 'agreement', 'buildings', 'contribute', 'release', 'reducing', 'process', 'installation', 'infrastructure', 'roof', 'healthier', 'administration', 'breathe', 'future', 'deliver', 'replacing', 'hud', 'living', 'developments', 'residents', 'completed', 'bathroom', 'prevent', 'urban', 'progress', 'design', 'build', 'report', 'preventing', 'outreach', 'happy', 'safer', 'completion', 'spending', 'environment']",[],[],"{'1935', '2020', '2022', '2019', '2023', '2021', '2018'}","['adams', 'albany', 'wald', 'washington']",1.5541460396039606
"['NYCHA Issues Request for Proposal for $740 Million Comprehensive Modernization of Approximately 2,028 Apartments Benefitting More Than 4,300 Residents in Harlem and Staten Island']",['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221117.page'],"['resident', 'program', 'project', 'upgrade', 'housing', 'houses', 'development', 'work', 'repair', 'percent', 'capital', 'public', 'quality', 'use', 'provide', 'service', 'improve', 'improvement', 'funding', 'commitment', 'change', 'investment', 'plan', 'temporary', 'efficient', 'department', 'step', 'team', 'island', 'construction', 'agreement', 'buildings', 'release', 'largescale', 'reducing', 'process', 'infrastructure', 'future', 'standard', 'association', 'impact', 'deliver', 'hud', 'living', 'developments', 'residents', 'proposal', 'improved', 'urban', 'progress', 'benefitting', 'design', 'outreach', 'innovative', 'preserving', 'completion', 'opposed']",[],[],"{'1935', '2028', '2022', '2019', '2023', '2021'}","['johnson', 'todt hill']",1.346225247524751
"['NYCHA Partners with HPD, Restored Homes HDFC, and Neighborhood Housing Services of Queens to Provide Homeownership Opportunities to Public Housing Residents through the Small Homes Rehab-NYCHA Program, Cluster III']",['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221116.page'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'cost', 'percent', 'sustainability', 'public', 'quality', 'fund', 'use', 'working', 'provide', 'service', 'neighborhood', 'health', 'plan', 'annual', 'initiative', 'department', 'phase', 'team', 'island', 'construction', 'complete', 'buildings', 'contribute', 'financing', 'release', 'green', 'partnership', 'gardens', 'commissioner', 'process', 'convert', 'administration', 'expected', 'hud', 'developments', 'residents', 'grant', 'completed', 'available', 'urban', 'solution', 'build', 'outreach', 'current']",[],[],"{'1935', '1986', '2022', '2023', '2021', '1980', '1970'}","['adams', 'baisley park', 'brown', 'brownsville', 'cypress hills', 'farragut', 'grant', 'hammel', 'pomonok', 'redfern', 'white', 'whitman']",1.6228341584158423
"['NYCHA and Resident Leaders Select Asland Capital Partners, Breaking Ground, and Douglaston Development to Deliver $80.7 Million in Major Repairs for Sack Wern Houses']",['https://www.nyc.gov/site/nycha/about/press/pr-2022/pr-20221114.page'],"['building', 'resident', 'program', 'boiler', 'heating', 'project', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'cost', 'repair', 'lighting', 'hot', 'capital', 'public', 'quality', 'use', 'apartment', 'provide', 'service', 'improve', 'improvement', 'funding', 'commitment', 'center', 'neighborhood', 'announced', 'plan', 'electrical', 'plant', 'site', 'unit', 'step', 'control', 'team', 'management', 'construction', 'complete', 'buildings', 'financing', 'release', 'partnership', 'multifamily', 'process', 'infrastructure', 'agency', 'administration', 'future', 'helping', 'association', 'impact', 'deliver', 'living', 'developments', 'residents', 'completed', 'proposal', 'significantly', 'available', 'improved', 'design', 'achieve', 'conducted', 'preserving', 'upgrades', 'outlined', 'planning']",[' built in 1941'],[],"{'1935', '2020', '2022', '1990', '1941', '2023', '2016', '2021', '1940', '1970'}","['adams', 'clinton', 'sack wern', 'soundview']",2.2481435643564356
"['NYCHA Selects New PACT Partners to Deliver an Estimated $166 Million in Comprehensive Repairs for More Than 2,000 Residents in the Bronx']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20221102.page'],"['building', 'resident', 'program', 'heating', 'project', 'upgrade', 'housing', 'heat', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'announced', 'investment', 'plan', 'site', 'step', 'control', 'team', 'management', 'construction', 'buildings', 'conversion', 'financing', 'release', 'partnership', 'street', 'multifamily', 'process', 'infrastructure', 'agency', 'equipment', 'future', 'association', 'expected', 'impact', 'deliver', 'living', 'developments', 'residents', 'completed', 'serve', 'improved', 'benefitting', 'design', 'cooling', 'preserving', 'upgrades']",[],[],"{'2000', '1935', '2004', '2022', '2023', '2016', '2021', '1970'}","['adams', 'davidson', 'morrisania']",1.824257425742575
['Rental Assistance Demonstration Facilitates More than $15 Billion in Construction Investment'],['https://www.hud.gov/press/press_releases_media_advisories/HUD_No_22_217'],"['building', 'resident', 'program', 'boiler', 'heating', 'project', 'upgrade', 'system', 'housing', 'water', 'heat', 'houses', 'development', 'repair', 'reduce', 'capital', 'sustainability', 'public', 'quality', 'fund', 'use', 'provide', 'service', 'improve', 'gas', 'funding', 'center', 'neighborhood', 'replace', 'climate', 'power', 'health', 'investment', 'plan', 'summer', 'annual', 'emergency', 'clean', 'plant', 'winter', 'department', 'phase', 'management', 'construction', 'complete', 'challenge', 'plaza', 'agreement', 'buildings', 'green', 'gardens', 'distribution', 'reducing', 'process', 'installation', 'energyefficient', 'cold', 'roof', 'administration', 'future', 'association', 'deliver', 'hud', 'living', 'developments', 'residents', 'proposal', 'available', 'progress', 'benefitting', 'design', 'stateoftheart', 'respond', 'pump', 'road', 'completion', 'waste', 'upgrades', 'operate']",[],[],"{'2000', '2015', '2011', '2054', '2020', '2010', '2028', '2012', '2022', '2017', '2019', '2014', '2023', '2016', '2021', '2013', '2018'}","['adams', 'albany', 'astoria', 'audubon', 'berry', 'bethune gardens', 'boston road plaza', 'boston secor', 'brown', 'brownsville', 'chelsea', 'edenwald', 'elliott', 'fulton', 'gowanus', 'johnson', 'lincoln', 'manhattanville', 'marble hill', 'marlboro', 'marshall plaza', 'metro north plaza', 'middletown plaza', 'pink', 'polo grounds towers', 'queensbridge north', 'reid apartments', 'riis', 'sack wern', 'taft', 'van dyke i', 'van dyke ii', 'wald', 'white', 'whitman', 'wilson']",1.8050742574257421
['NYCHA Celebrates First-Ever Citywide Youth Media Project with Culmination Event at Lincoln Center'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20221019.page'],"['energy', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'cost', 'public', 'fund', 'use', 'goal', 'working', 'provide', 'service', 'better', 'funding', 'change', 'center', 'neighborhood', 'investment', 'summer', 'department', 'team', 'release', 'partnership', 'network', 'commissioner', 'future', 'impact', 'developments', 'residents', 'generation', 'grant', 'completed', 'serve', 'matter', 'available', 'vital', 'publicprivate', 'happy', 'current', 'environment']",[],[],"{'2023', '1935', '2021', '2022'}","['adams', 'forest', 'grant', 'johnson', 'lincoln']",1.0117574257425739
"['NYCHA Releases Draft Voting Procedures for Public Housing Preservation Trust, Opens Public Comment Period']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20221014.page'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'percent', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'change', 'announced', 'site', 'step', 'district', 'buildings', 'release', 'process', 'administration', 'future', 'association', 'living', 'developments', 'residents', 'available', 'conducted']",[],[],"{'2023', '1935', '2022'}","['adams', 'bland', 'nostrand', 'polo grounds towers']",1.111695544554454
['NYCHA Begins Winter Heating Season Running October 1 through May 31'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220930.page'],"['energy', 'building', 'program', 'boiler', 'heating', 'system', 'housing', 'water', 'heat', 'development', 'work', 'repair', 'percent', 'hot', 'public', 'replacement', 'use', 'provide', 'service', 'better', 'center', 'neighborhood', 'boilers', 'annual', 'outage', 'electrical', 'temperature', 'source', 'plant', 'efficient', 'winter', 'department', 'team', 'management', 'buildings', 'release', 'distribution', 'issue', 'process', 'infrastructure', 'equipment', 'expected', 'replacing', 'developments', 'residents', 'completed', 'serve', 'prevent', 'mobile', 'report', 'preserve', 'upgrades', 'current']",[],[],"{'1935', '2022', '2019', '2025', '2023', '2021'}",[],1.4084158415841583
"[""Mayor Adams, Chief Technology Officer Fraser Announce Nation's Largest Free Municipal Broadband Program for NYCHA Residents""]",['https://www1.nyc.gov/office-of-the-mayor/news/684-22/mayor-adams-chief-technology-officer-fraser-nation-s-largest-free-municipal-broadband'],"['building', 'program', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'cost', 'percent', 'hot', 'public', 'use', 'working', 'provide', 'service', 'commitment', 'change', 'announced', 'health', 'investment', 'summer', 'initiative', 'reliable', 'site', 'step', 'control', 'resource', 'complete', 'district', 'utility', 'partnership', 'commissioner', 'process', 'infrastructure', 'administration', 'future', 'helping', 'association', 'deliver', 'living', 'developments', 'residents', 'available', 'vital', 'publicprivate', 'conducted', 'innovative', 'happy', 'current']",[],[],"{'2023', '2022'}","['adams', 'brown', 'brownsville', 'grant', 'woodside']",0.907178217821781
"['Mayor Adams Announces New NYCHA Leadership Structure, Advancing Transformation Plan']",['https://www1.nyc.gov/office-of-the-mayor/news/668-22/mayor-adams-new-nycha-leadership-structure-advancing-transformation-plan'],"['housing', 'development', 'work', 'public', 'quality', 'fund', 'working', 'provide', 'service', 'commitment', 'announced', 'plan', 'department', 'step', 'phase', 'resource', 'team', 'management', 'construction', 'district', 'agreement', 'recovery', 'infrastructure', 'administration', 'future', 'helping', 'deliver', 'hud', 'residents', 'serve', 'storm', 'vital', 'urban', 'hurricane', 'superstorm', 'current']",[],[],"{'2019', '2020', '2022'}",['adams'],0.3326113861386137
"[""Water Fully Cleared for Drinking at NYCHA's Jacob Riis Houses After Last Batch of Tests Come Back Negative for Contaminants""]",['https://www1.nyc.gov/office-of-the-mayor/news/654-22/water-fully-cleared-drinking-nycha-s-jacob-riis-houses-after-last-batch-tests-come-back'],"['water', 'houses', 'work', 'public', 'quality', 'health', 'environmental', 'department', 'agency', 'residents', 'available']",[],[],{'2022'},"['adams', 'riis']",0.3753094059405941
['NYCHA Celebrates Conclusion of Junior Knicks Basketball League with Championship Games at Borough of Manhattan Community College'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-2022830.page'],"['program', 'housing', 'houses', 'development', 'work', 'public', 'use', 'provide', 'service', 'change', 'center', 'neighborhood', 'summer', 'initiative', 'team', 'island', 'release', 'partnership', 'gardens', 'future', 'developments', 'residents', 'grant', 'vital']",[],[],"{'2023', '1935', '2021', '2022'}","['adams', 'breukelen', 'bronx river', 'castle hill', 'forest', 'grant', 'hammel', 'jefferson', 'king towers', 'marble hill', 'marcy', 'mott haven', 'pomonok', 'ravenswood', 'richmond terrace', 'rutgers', 'sheepshead bay', 'stapleton', 'throggs neck', 'tompkins', 'wagner', 'wald', 'webster', 'wilson', 'woodside']",0.44306930693069285
