2021-2023 Press Releases
Article Name,Article URL,Keywords,Start Date,End Date,All Dates,Buildings,Scores
['NYCHA Dedicates Marlboro Houses Recreational Area as Sara Lee McWhite Park'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220813.page'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'capital', 'public', 'quality', 'use', 'working', 'provide', 'service', 'better', 'improve', 'commitment', 'change', 'center', 'neighborhood', 'power', 'summer', 'initiative', 'district', 'release', 'partnership', 'street', 'death', 'association', 'developments', 'residents', 'grant', 'serve', 'report', 'cutting']",[],[],"{'1935', '2008', '2022', '2023', '2021', '1985', '1988'}","['adams', 'grant', 'gravesend', 'marlboro', 'white']",1.064975247524752
"['Governor Hochul, Mayor Adams, NYCHA, NYPA and NYSERDA Announce Initial $70 Million Investment to Decarbonize NYCHA Buildings Using New Heat Pump Electrification Technologies as Part of Clean Heat for All Challenge']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220208.page'],"['energy', 'building', 'program', 'heating', 'project', 'system', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'cost', 'repair', 'efficiency', 'reduce', 'percent', 'hot', 'air', 'capital', 'public', 'quality', 'fund', 'replacement', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'better', 'gas', 'funding', 'fema', 'greenhouse', 'commitment', 'reduction', 'change', 'performance', 'center', 'fuel', 'carbon', 'announced', 'climate', 'power', 'cleaner', 'health', 'investment', 'plan', 'summer', 'boilers', 'initiative', 'electricity', 'energyefficiency', 'environmental', 'light', 'electrical', 'reliable', 'emergency', 'clean', 'source', 'efficient', 'unit', 'winter', 'department', 'step', 'sustainable', 'control', 'phase', 'management', 'challenge', 'buildings', 'conversion', 'financing', 'release', 'largescale', 'green', 'partnership', 'recovery', 'install', 'street', 'multifamily', 'commissioner', 'reducing', 'issue', 'process', 'installation', 'energyefficient', 'infrastructure', 'cold', 'agency', 'equipment', 'window', 'death', 'protection', 'healthier', 'administration', 'future', 'helping', 'expected', 'impact', 'deliver', 'resilient', 'living', 'footprint', 'developments', 'residents', 'generation', 'grant', 'completed', 'serve', 'eliminating', 'vital', 'improved', 'invest', 'publicprivate', 'hurricane', 'progress', 'solution', 'design', 'build', 'cooling', 'achieve', 'greener', 'pump', 'innovative', 'safer', 'consumption', 'preserving', 'grid', 'upgrades', 'mandated', 'current', 'environment']",[],[],"{'2030', '2000', '2015', '1935', '2011', '2020', '2050', '2022', '1975', '2040', '1990', '2025', '2035', '2021', '2023', '1968'}","['adams', 'grant', 'woodside']",5.01547029702969
['NYCHA Activates Emergency Operations Center in Advance of Temperatures Exceeding 90 Degrees through Sunday'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220720.page'],"['resident', 'program', 'system', 'housing', 'water', 'heat', 'development', 'work', 'reduce', 'air', 'public', 'use', 'working', 'provide', 'service', 'center', 'conservation', 'power', 'health', 'summer', 'light', 'electrical', 'temperature', 'emergency', 'department', 'management', 'release', 'measure', 'infrastructure', 'agency', 'equipment', 'impact', 'living', 'developments', 'residents', 'available', 'cooling', 'vulnerable', 'outreach', 'conducted', 'planning']",[],[],"{'2023', '1935', '2021', '2022'}",[],0.9059405940594052
['NYCHA Begins Design and Construction of State-of-the-Art Pneumatic Waste Collection System at Polo Grounds Towers in Upper Manhattan'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220711.page'],"['energy', 'building', 'resident', 'program', 'project', 'system', 'housing', 'houses', 'development', 'work', 'reduce', 'air', 'capital', 'sustainability', 'public', 'quality', 'fund', 'use', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'change', 'center', 'fuel', 'carbon', 'climate', 'cleaner', 'summer', 'initiative', 'interior', 'environmental', 'reliable', 'clean', 'efficient', 'department', 'sustainable', 'team', 'island', 'management', 'construction', 'complete', 'agreement', 'buildings', 'pollution', 'release', 'largescale', 'measure', 'network', 'commissioner', 'installation', 'infrastructure', 'future', 'association', 'expected', 'deliver', 'hud', 'developments', 'residents', 'completed', 'serve', 'prevent', 'improved', 'urban', 'solution', 'design', 'stateoftheart', 'superstorm', 'valve', 'modernize', 'waste', 'planning', 'environment']",[],[],"{'2023', '2010', '1935', '2022'}","['berry', 'polo grounds towers', 'rangel', 'roosevelt i']",1.7038985148514854
['Governor Hochul Signs Legislation Creating New York City Public Housing Preservation Trust'],['https://www.governor.ny.gov/news/governor-hochul-signs-legislation-creating-new-york-city-public-housing-preservation-trust'],"['building', 'resident', 'program', 'boiler', 'heating', 'project', 'upgrade', 'system', 'housing', 'water', 'heat', 'houses', 'development', 'repair', 'reduce', 'capital', 'sustainability', 'public', 'quality', 'fund', 'use', 'provide', 'service', 'improve', 'gas', 'funding', 'center', 'neighborhood', 'replace', 'climate', 'power', 'health', 'investment', 'plan', 'summer', 'annual', 'emergency', 'clean', 'plant', 'winter', 'department', 'phase', 'management', 'construction', 'complete', 'challenge', 'plaza', 'agreement', 'buildings', 'green', 'gardens', 'distribution', 'reducing', 'process', 'installation', 'energyefficient', 'cold', 'roof', 'administration', 'future', 'association', 'deliver', 'hud', 'living', 'developments', 'residents', 'proposal', 'available', 'progress', 'benefitting', 'design', 'stateoftheart', 'respond', 'pump', 'road', 'completion', 'waste', 'upgrades', 'operate']",[],[],"{'2000', '2015', '2011', '2054', '2020', '2010', '2028', '2012', '2022', '2017', '2019', '2014', '2023', '2016', '2021', '2013', '2018'}","['adams', 'albany', 'astoria', 'audubon', 'berry', 'bethune gardens', 'boston road plaza', 'boston secor', 'brown', 'brownsville', 'chelsea', 'edenwald', 'elliott', 'fulton', 'gowanus', 'johnson', 'lincoln', 'manhattanville', 'marble hill', 'marlboro', 'marshall plaza', 'metro north plaza', 'middletown plaza', 'pink', 'polo grounds towers', 'queensbridge north', 'reid apartments', 'riis', 'sack wern', 'taft', 'van dyke i', 'van dyke ii', 'wald', 'white', 'whitman', 'wilson']",1.8050742574257421
['NYCHA and Trinity Financial honor Brownsville history with mural unveiling and community celebration at Van Dyke III'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220611.page'],"['building', 'resident', 'program', 'project', 'system', 'housing', 'houses', 'development', 'work', 'percent', 'public', 'quality', 'use', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'center', 'neighborhood', 'health', 'initiative', 'environmental', 'site', 'unit', 'department', 'step', 'sustainable', 'team', 'installed', 'buildings', 'release', 'install', 'multifamily', 'installation', 'roof', 'protection', 'future', 'impact', 'deliver', 'hud', 'living', 'developments', 'residents', 'completed', 'urban', 'progress', 'design', 'build', 'achieve', 'cutting', 'financed', 'innovative']",[],[],"{'2023', '1935', '2021', '2022'}","['adams', 'brown', 'brownsville', 'crown heights', 'jackson', 'jefferson', 'van dyke i', 'van dyke ii', 'washington', 'wilson']",1.047648514851485
"['Mayor Adams, Administration Officials Celebrate Passage of NYCHA Public Housing Preservation Trust in Albany']","['https://www1.nyc.gov/office-of-the-mayor/news/360-22/mayor-adams-administration-officials-celebrate-passage-nycha-public-housing-preservation-trust#:~:text=NEW%20YORK%20%E2%80%93%20New%20York%20City,on%20a%20132%2D18%20vote.']","['resident', 'housing', 'repair', 'reduce', 'percent', 'capital', 'public', 'quality', 'provide', 'funding', 'change', 'center', 'power', 'construction', 'buildings', 'process', 'protection', 'administration', 'future', 'deliver', 'residents', 'vital', 'improved', 'invest', 'solution', 'preserve', 'preserving']",[],[],{'2022'},"['adams', 'albany']",0.6185024752475244
['NYCHA Receives Certificate For Excellence In Financial Reporting From The Government Finance Officers Association Of The United States And Canada For Eighteenth Consecutive Year'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220531.page'],"['resident', 'program', 'housing', 'development', 'work', 'capital', 'public', 'use', 'working', 'provide', 'service', 'improve', 'change', 'investment', 'plan', 'annual', 'department', 'sustainable', 'management', 'release', 'agency', 'association', 'developments', 'residents', 'recent', 'available', 'report']",[],[],"{'1935', '2020', '2022', '2023', '2021'}",[],0.4972153465346532
"['Mayor Adams, HUD, NYCHA Complete $434 Million Comprehensive Renovation Of Nine Public Housing Developments, Benefiting More Than 6,000 Brooklynites']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220520.page'],"['energy', 'building', 'resident', 'program', 'boiler', 'heating', 'project', 'system', 'housing', 'water', 'houses', 'development', 'work', 'lighting', 'hot', 'capital', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'change', 'center', 'announced', 'power', 'investment', 'boilers', 'annual', 'initiative', 'electricity', 'electrical', 'temperature', 'clean', 'efficient', 'department', 'step', 'team', 'management', 'construction', 'complete', 'installed', 'plaza', 'buildings', 'contribute', 'financing', 'release', 'partnership', 'install', 'distribution', 'street', 'multifamily', 'process', 'installation', 'energyefficient', 'infrastructure', 'cold', 'agency', 'equipment', 'helping', 'association', 'impact', 'deliver', 'resilient', 'huds', 'hud', 'living', 'developments', 'residents', 'completed', 'serve', 'storm', 'matter', 'available', 'vital', 'improved', 'urban', 'design', 'vulnerable', 'preserve', 'financed', 'safer', 'completion', 'grid', 'upgrades']",[],[],"{'1935', '2003', '2010', '2022', '2023', '2016', '1970'}","['adams', 'albany', 'berry', 'brown']",2.5383663366336604
['NYCHA and NYPA Begin Construction on $72 Million Energy-Efficient Upgrades to Improve Heating Systems at Marble Hill Houses in the Bronx and Berry Houses on Staten Island'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220419.page'],"['energy', 'building', 'program', 'boiler', 'heating', 'project', 'system', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'efficiency', 'reduce', 'percent', 'hot', 'air', 'capital', 'sustainability', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'gas', 'funding', 'greenhouse', 'commitment', 'reduction', 'change', 'carbon', 'replace', 'announced', 'climate', 'power', 'cleaner', 'health', 'investment', 'plan', 'boilers', 'annual', 'electricity', 'environmental', 'reliable', 'steam', 'clean', 'plant', 'efficient', 'department', 'step', 'sustainable', 'island', 'construction', 'challenge', 'district', 'agreement', 'buildings', 'contribute', 'release', 'largescale', 'green', 'partnership', 'multifamily', 'reducing', 'process', 'installation', 'energyefficient', 'infrastructure', 'equipment', 'window', 'protection', 'helping', 'expected', 'replacing', 'hud', 'footprint', 'developments', 'residents', 'generation', 'grant', 'completed', 'serve', 'urban', 'invest', 'cooling', 'vulnerable', 'metric', 'pump', 'innovative', 'road', 'completion', 'modernize', 'upgrades', 'current', 'environment']",[],[],"{'2030', '2000', '1935', '2050', '2022', '2040', '2019', '2023', '2021'}","['amsterdam', 'berry', 'grant', 'marble hill']",3.0940594059405893
"['NYCHA, Congressmember Carolyn B. Maloney, and The Floating Hospital Open On-Site COVID-19 Testing and Vaccination Center at Astoria Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220414.page'],"['program', 'project', 'housing', 'houses', 'development', 'work', 'public', 'use', 'working', 'provide', 'service', 'center', 'neighborhood', 'health', 'plan', 'summer', 'initiative', 'reliable', 'emergency', 'temporary', 'site', 'unit', 'department', 'team', 'management', 'district', 'release', 'partnership', 'recovery', 'install', 'roof', 'death', 'expected', 'living', 'developments', 'residents', 'invest', 'publicprivate', 'operate']",[],[],"{'2000', '1935', '1992', '2022', '2023', '2021'}","['astoria', 'ravenswood']",0.963799504950494
"[""NYCHA's Open Space Masterplan Recognized by American Society of Landscape Architects""]",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220404.page'],"['resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'cost', 'percent', 'capital', 'public', 'quality', 'use', 'goal', 'provide', 'service', 'better', 'funding', 'initiative', 'site', 'construction', 'financing', 'release', 'partnership', 'equipment', 'impact', 'resilient', 'developments', 'residents', 'recent', 'serve', 'available', 'vital', 'urban', 'design', 'report', 'vulnerable', 'conducted', 'innovative', 'planning']",[],[],"{'2000', '1935', '2020', '2022', '2023'}",['smith'],0.5847772277227719
['NYCHA Completes $31.9 Million Heating Distribution and Boiler Plant Upgrades at Taft Houses and Whitman Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220309.page'],"['energy', 'building', 'program', 'boiler', 'heating', 'project', 'upgrade', 'system', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'cost', 'reduce', 'percent', 'hot', 'capital', 'public', 'quality', 'use', 'apartment', 'provide', 'service', 'better', 'improve', 'funding', 'performance', 'conservation', 'replace', 'announced', 'investment', 'plan', 'boilers', 'annual', 'electrical', 'reliable', 'steam', 'temperature', 'plant', 'efficient', 'department', 'control', 'phase', 'management', 'construction', 'complete', 'district', 'agreement', 'buildings', 'financing', 'release', 'largescale', 'measure', 'distribution', 'process', 'installation', 'ameresco', 'infrastructure', 'equipment', 'impact', 'deliver', 'replacing', 'huds', 'hud', 'living', 'footprint', 'developments', 'residents', 'grant', 'available', 'vital', 'urban', 'publicprivate', 'design', 'achieve', 'innovative', 'consumption', 'completion', 'upgrades', 'outlined', 'environment']",[' built in 1962'],[],"{'2000', '1935', '2020', '1962', '2022', '2019', '2023', '2021', '2018'}","['grant', 'taft', 'whitman']",2.4594678217821757
['NYCHA Seeks to Bring Mechanical Garbage and Recycling Technology to Public Housing Developments in New York City'],['/site/nycha/about/press/pr-2022/pr-20220307.page'],"['program', 'housing', 'development', 'work', 'percent', 'capital', 'public', 'use', 'provide', 'service', 'improve', 'replace', 'plan', 'interior', 'clean', 'source', 'efficient', 'site', 'department', 'step', 'management', 'challenge', 'agreement', 'buildings', 'release', 'utility', 'commissioner', 'infrastructure', 'equipment', 'hud', 'developments', 'residents', 'urban', 'respond', 'innovative', 'waste']",[],[],"{'2000', '1935', '2022', '2019', '2023', '2021', '1970'}",[],0.581064356435643
['NYCHA Announces PACT Partners to Provide Approximately $360 Million in Comprehensive Repairs for Reid Apartments and Park Rock Consolidated in Brooklyn'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220302.page'],"['building', 'resident', 'program', 'heating', 'project', 'housing', 'water', 'development', 'work', 'lighting', 'hot', 'capital', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'center', 'neighborhood', 'announced', 'investment', 'plan', 'ventilation', 'annual', 'site', 'step', 'sustainable', 'team', 'management', 'construction', 'buildings', 'financing', 'release', 'green', 'partnership', 'multifamily', 'process', 'infrastructure', 'agency', 'equipment', 'future', 'helping', 'association', 'expected', 'impact', 'deliver', 'living', 'footprint', 'developments', 'residents', 'completed', 'serve', 'available', 'improved', 'urban', 'publicprivate', 'financed', 'innovative', 'preserving', 'upgrades', 'current']",[],[],"{'2000', '2015', '1935', '2003', '2022', '2023', '2016', '1970'}","['brown', 'brownsville', 'crown heights', 'johnson', 'reid apartments']",2.0742574257425757
['NYCHA and HDC Finalize Deal to Begin $236 Million Renovation at Harlem Houses'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220217.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'upgrade', 'housing', 'houses', 'development', 'work', 'percent', 'capital', 'public', 'quality', 'fund', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'investment', 'environmental', 'department', 'sustainable', 'team', 'management', 'construction', 'complete', 'agreement', 'buildings', 'conversion', 'financing', 'release', 'partnership', 'street', 'multifamily', 'process', 'infrastructure', 'agency', 'convert', 'administration', 'future', 'association', 'impact', 'deliver', 'hud', 'living', 'developments', 'residents', 'grant', 'completed', 'available', 'vital', 'urban', 'invest', 'innovative', 'preserving', 'modernize', 'upgrades', 'planning']",[' built in 1965'],[],"{'2000', '1935', '1937', '1936', '2025', '2023', '2016', '2021', '1965', '1979', '1970', '2024'}","['grant', 'harlem river', 'harlem river ii', 'wilson']",1.7215346534653464
"['NYCHA Discontinues More Than 31,000 Non-payment Cases, Reducing Caseload by 90 Percent']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220203.page'],"['resident', 'program', 'system', 'housing', 'development', 'work', 'percent', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'change', 'announced', 'health', 'plan', 'emergency', 'step', 'sustainable', 'release', 'largescale', 'reducing', 'process', 'future', 'standard', 'hud', 'developments', 'residents', 'grant', 'recent', 'outlined']",[],[],"{'2000', '1935', '2020', '2022', '2019', '2023', '2021'}",['grant'],0.7889851485148507
['NYCHA Investigates Abuse of Overtime For Skilled Trade Workers'],['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220126.page'],"['program', 'heating', 'housing', 'development', 'work', 'cost', 'public', 'quality', 'use', 'working', 'provide', 'service', 'improve', 'announced', 'department', 'control', 'team', 'agreement', 'release', 'window', 'hud', 'developments', 'residents', 'available', 'progress', 'respond']",[],[],"{'2000', '1935', '2022', '2019', '2023', '2021'}",[],0.4257425742574255
"['NYCHA Prepares for Extreme Cold Temperatures, Increases 24/7 Staffing and Activates Its Emergency Operations Center']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220120.page'],"['building', 'program', 'boiler', 'heating', 'housing', 'water', 'heat', 'development', 'work', 'hot', 'public', 'oil', 'use', 'apartment', 'provide', 'service', 'center', 'announced', 'boilers', 'temperature', 'emergency', 'source', 'plant', 'winter', 'department', 'management', 'buildings', 'release', 'distribution', 'installation', 'infrastructure', 'cold', 'equipment', 'helping', 'expected', 'developments', 'residents', 'mobile', 'report', 'respond']",[],[],"{'2023', '2000', '1935', '2022'}",[],0.8165222772277221
"['NYCHA Reopens Annual Request for Qualifications Process for Developers, General Contractors, Property Managers, and Social Service Providers Interested in Joining The PACT Program']",['https://www1.nyc.gov/site/nycha/about/press/pr-2022/pr-20220119.page'],"['building', 'resident', 'program', 'project', 'system', 'housing', 'development', 'work', 'capital', 'public', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'funding', 'commitment', 'announced', 'annual', 'control', 'management', 'buildings', 'release', 'process', 'infrastructure', 'deliver', 'living', 'developments', 'residents', 'serve', 'available', 'respond', 'achieve', 'upgrades', 'current']",[],[],"{'2022', '2023', '2016', '2021', '1900'}",[],0.807549504950495
"['NYCHA and HDC Finalize Deals to Address $1.4 Billion in Long-Term Capital Needs for Nearly 10,000 Residents Across Brooklyn']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211229.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'housing', 'houses', 'development', 'work', 'repair', 'percent', 'capital', 'public', 'quality', 'fund', 'use', 'apartment', 'working', 'provide', 'service', 'funding', 'commitment', 'center', 'environmental', 'department', 'control', 'team', 'management', 'construction', 'plaza', 'buildings', 'conversion', 'financing', 'release', 'largescale', 'street', 'multifamily', 'process', 'infrastructure', 'agency', 'convert', 'future', 'association', 'impact', 'deliver', 'huds', 'hud', 'developments', 'residents', 'completed', 'serve', 'urban', 'invest', 'publicprivate', 'design', 'preserving', 'modernize', 'upgrades', 'current', 'operate']",[],[],"{'2000', '1935', '2003', '1922', '2040', '2025', '2023', '2016', '2021', '2024'}",[],2.024443069306931
"['NYCHA, Baez Plantiffs Reach Agreement on Mold, Leak Protections for RAD/PACT Buildings']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211223.page'],"['resident', 'program', 'housing', 'houses', 'development', 'work', 'capital', 'public', 'quality', 'use', 'provide', 'service', 'commitment', 'announced', 'power', 'health', 'step', 'management', 'agreement', 'buildings', 'conversion', 'release', 'network', 'convert', 'standard', 'helping', 'living', 'developments', 'residents', 'build', 'fix', 'current', 'operate']",[],[],"{'2000', '1935', '2013', '2023', '2021', '2018'}",[],0.5513613861386134
"['NYCHA Announces New PACT Projects to Deliver Comprehensive Repairs and Quality Property Management Services for More Than 3,100 Apartments Across the Bronx, Upper Manhattan, and Staten Island']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211222.page'],"['building', 'resident', 'program', 'project', 'housing', 'heat', 'houses', 'development', 'work', 'repair', 'capital', 'public', 'quality', 'fund', 'use', 'working', 'provide', 'service', 'better', 'improve', 'gas', 'funding', 'commitment', 'replace', 'health', 'plan', 'annual', 'department', 'step', 'team', 'island', 'management', 'buildings', 'financing', 'release', 'partnership', 'gardens', 'multifamily', 'commissioner', 'process', 'infrastructure', 'agency', 'administration', 'association', 'impact', 'deliver', 'living', 'developments', 'residents', 'completed', 'proposal', 'serve', 'improved', 'urban', 'preserve', 'modernize', 'outlined']",[],[],"{'2000', '1935', '2022', '2023', '2021'}","['butler', 'eastchester gardens', 'melrose', 'moore', 'rangel', 'west brighton i']",1.7441212871287124
"['NYCHA, NYPA, and NYSERDA Announce Global Innovation Challenge To Decarbonize NYCHA Buildings Using New Heat Pump Electrification Technologies']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211220.page'],"['energy', 'building', 'resident', 'program', 'heating', 'project', 'system', 'housing', 'water', 'heat', 'development', 'work', 'cost', 'efficiency', 'reduce', 'percent', 'hot', 'air', 'sustainability', 'public', 'quality', 'replacement', 'emission', 'use', 'apartment', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'improvement', 'gas', 'saving', 'funding', 'greenhouse', 'commitment', 'reduction', 'change', 'performance', 'fuel', 'carbon', 'replace', 'announced', 'climate', 'demand', 'power', 'health', 'plan', 'retrofit', 'initiative', 'electricity', 'energyefficiency', 'electrical', 'temperature', 'clean', 'source', 'plant', 'efficient', 'department', 'step', 'sustainable', 'control', 'construction', 'complete', 'installed', 'challenge', 'buildings', 'release', 'largescale', 'green', 'partnership', 'recovery', 'install', 'multifamily', 'commissioner', 'reducing', 'issue', 'energyefficient', 'infrastructure', 'cold', 'equipment', 'window', 'protection', 'breathe', 'future', 'helping', 'impact', 'replacing', 'footprint', 'developments', 'residents', 'generation', 'grant', 'proposal', 'serve', 'significantly', 'available', 'eliminating', 'urban', 'invest', 'progress', 'solution', 'build', 'cooling', 'hcr', 'achieve', 'metric', 'pump', 'innovative', 'happy', 'road', 'consumption', 'grid', 'modernize', 'upgrades', 'mandated', 'current', 'operate', 'environment']",[],[],"{'2030', '2000', '1935', '2011', '1975', '2040', '2050', '1990', '2019', '1996', '2035', '2021', '2025', '2023'}","['amsterdam', 'grant']",3.754022277227716
['NYCHA Announces New PACT Partners to Provide Approximately $260 Million in Comprehensive Repairs for More Than 660 Apartments at Frederick Samuel Apartments in Manhattan'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211217.page'],"['building', 'resident', 'program', 'project', 'housing', 'development', 'work', 'repair', 'percent', 'capital', 'sustainability', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'improve', 'funding', 'commitment', 'announced', 'cleaner', 'plan', 'annual', 'step', 'sustainable', 'control', 'resource', 'team', 'management', 'construction', 'buildings', 'financing', 'release', 'partnership', 'gardens', 'multifamily', 'process', 'infrastructure', 'agency', 'future', 'helping', 'association', 'expected', 'impact', 'deliver', 'living', 'developments', 'residents', 'completed', 'available', 'urban', 'design', 'greener', 'financed', 'upgrades', 'current', 'planning', 'environment']",[],[],"{'2000', '1910', '1935', '2003', '2004', '2014', '2023', '1928', '2021', '1994'}",[],2.0179455445544567
"['NYCHA Announces New PACT Partners to Provide Approximately $445 Million in Comprehensive Repairs to more than 2,000 Apartments at Edenwald Houses']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211210.page'],"['energy', 'building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'efficiency', 'capital', 'sustainability', 'public', 'quality', 'use', 'apartment', 'working', 'provide', 'service', 'improve', 'gas', 'funding', 'greenhouse', 'commitment', 'center', 'announced', 'plan', 'annual', 'efficient', 'site', 'step', 'team', 'management', 'construction', 'district', 'buildings', 'financing', 'release', 'partnership', 'multifamily', 'reducing', 'process', 'infrastructure', 'agency', 'future', 'helping', 'association', 'expected', 'impact', 'deliver', 'resilient', 'living', 'developments', 'residents', 'completed', 'recent', 'available', 'vital', 'improved', 'design', 'build', 'preserve', 'financed', 'completion', 'waste', 'upgrades', 'planning']",[],[],"{'2000', '1935', '2003', '1953', '2023', '2021'}","['edenwald', 'wald']",2.461014851485147
[''],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211210.page'],"['percent', 'sustainability', 'public', 'provide', 'service', 'summer', 'clean', 'island', 'reducing', 'available', 'waste']",[],[],"{'2030', '2023'}",['adams'],0.09931930693069313
"['The New York City Housing Authority and Resident Leaders Announce the Selection of Essence Development and the Related Companies to Provide Approximately $366 Million in Comprehensive Repairs and Investments for 2,054 Apartments in the Chelsea Section of Manhattan Through the Pact Program']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211201.page'],"['building', 'resident', 'program', 'heating', 'project', 'system', 'housing', 'water', 'houses', 'development', 'work', 'repair', 'lighting', 'hot', 'capital', 'sustainability', 'public', 'quality', 'fund', 'use', 'apartment', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'commitment', 'center', 'neighborhood', 'replace', 'announced', 'power', 'health', 'plan', 'ventilation', 'boilers', 'annual', 'steam', 'emergency', 'site', 'step', 'team', 'management', 'construction', 'complete', 'installed', 'district', 'buildings', 'financing', 'release', 'partnership', 'multifamily', 'process', 'infrastructure', 'agency', 'future', 'helping', 'association', 'expected', 'impact', 'deliver', 'replacing', 'living', 'developments', 'residents', 'completed', 'proposal', 'serve', 'significantly', 'available', 'design', 'stateoftheart', 'build', 'study', 'achieve', 'financed', 'innovative', 'modernize', 'upgrades', 'planning']",[' started in 2019'],[],"{'2000', '1935', '2054', '2003', '2019', '2023', '2021'}","['adams', 'chelsea', 'chelsea addition', 'elliott', 'fulton', 'washington']",2.674195544554452
"['NYCHA, HPD, And HDC Celebrate Completion of Construction for Van Dyke III Affordable Housing Project with Ribbon-Cutting Event']",['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211112.page'],"['building', 'resident', 'program', 'project', 'housing', 'houses', 'development', 'work', 'percent', 'capital', 'public', 'quality', 'use', 'working', 'provide', 'service', 'better', 'funding', 'center', 'conservation', 'neighborhood', 'health', 'investment', 'plan', 'annual', 'initiative', 'environmental', 'site', 'unit', 'department', 'team', 'management', 'construction', 'complete', 'district', 'release', 'measure', 'partnership', 'street', 'multifamily', 'commissioner', 'issue', 'roof', 'agency', 'administration', 'future', 'helping', 'association', 'impact', 'living', 'developments', 'residents', 'completed', 'available', 'vital', 'urban', 'publicprivate', 'benefitting', 'design', 'build', 'vulnerable', 'cutting', 'preserve', 'financed', 'completion', 'upgrades', 'environment']",[],[],"{'2000', '1935', '2026', '2003', '2023', '2021'}","['adams', 'brown', 'brownsville', 'crown heights', 'van dyke i', 'van dyke ii']",2.357363861386137
['NYCHA Releases Climate Adaptation Plans for Addressing Extreme Weather Hazards'],['https://www1.nyc.gov/site/nycha/about/press/pr-2021/pr-20211025-2.page'],"['program', 'heating', 'housing', 'water', 'heat', 'houses', 'development', 'work', 'reduce', 'hot', 'capital', 'sustainability', 'public', 'quality', 'use', 'goal', 'working', 'provide', 'service', 'better', 'improve', 'funding', 'fema', 'commitment', 'change', 'announced', 'climate', 'power', 'health', 'plan', 'summer', 'annual', 'electrical', 'reliable', 'emergency', 'sustainable', 'management', 'resiliency', 'challenge', 'buildings', 'contribute', 'release', 'green', 'install', 'effect', 'network', 'commissioner', 'process', 'infrastructure', 'agency', 'equipment', 'protection', 'future', 'standard', 'expected', 'resilient', 'developments', 'residents', 'serve', 'storm', 'damaged', 'significantly', 'vital', 'urban', 'hurricane', 'design', 'report', 'cooling', 'upgrades', 'outlined', 'current', 'planning', 'environment']",[],[],"{'2000', '1935', '2012', '2050', '2023', '2021'}","['clinton', 'forest']",1.0315594059405933
